"pers_no","date","organizational_unit","location","pers_count","years"
3720,2019-04-01,"Regional Procurement","Melbourne",1,2019
3721,2019-04-08,"Human Resources","Melbourne",1,2019
3722,2019-04-01,"IS Repair","Melbourne",1,2019
3723,2019-04-15,"Furnace Design","Melbourne",1,2019
3724,2019-04-17,"Pricing O-I Asia Pacific","Melbourne",1,2019
3725,2019-04-15,"Plant Reliability","Brisbane",1,2019
3726,2019-04-29,"Electrical Engineering","Melbourne",1,2019
3727,2019-05-01,"ANZ Planning","Melbourne",1,2019
3728,2019-04-29,"Cullet","Melbourne",1,2019
3729,2019-05-03,"Financial Planning and Analysis","Melbourne",1,2019
3730,2019-04-29,"Cold End Job Change","Melbourne",1,2019
3731,2019-05-06,"Maintenance-Cold End","Melbourne",1,2019
3732,2019-05-20,"Strategic Sourcing and Demand","Adelaide",1,2019
3733,2019-05-20,"Electrical Engineering","Melbourne",1,2019
3734,2019-05-20,"IS Repair","Melbourne",1,2019
3735,2019-05-27,"Logistics","Melbourne",1,2019
3736,2019-05-20,"Reliability","Adelaide",1,2019
3737,2019-06-03,"Pack Centre","Sydney",1,2019
3738,2019-06-11,"Sales & Marketing O-I Australia","Melbourne",1,2019
3739,2019-06-03,"Plant Controls Adelaide","Adelaide",1,2019
3740,2019-06-03,"Plant Controls Brisbane","Brisbane",1,2019
3741,2019-06-03,"Shift C","Adelaide",1,2019
3742,2019-06-01,"Wine Segment","Adelaide",1,2019
3743,2019-05-27,"Batch & Furnace","Melbourne",1,2019
3744,2019-05-27,"Finance O-I Asia Pacific","Melbourne",1,2019
3745,2019-06-10,"Cullet Operations","Brisbane",1,2019
3746,2019-06-17,"Job Change","Sydney",1,2019
3747,2019-06-19,"Mould Repair","Adelaide",1,2019
3748,2019-06-24,"IT Operations","Melbourne",1,2019
3749,2019-07-01,"IT Operations","Melbourne",1,2019
3751,2019-06-24,"Shift C","Adelaide",1,2019
90002942,2005-05-02,"Line 12 Shift C","Jakarta",1,2005
90002979,2006-10-01,"Marketing & Sales","Jakarta",1,2006
90002987,2007-01-01,"Mould Shop/R & D","Jakarta",1,2007
90002990,2007-03-01,"Mechanical Engineering","Jakarta",1,2007
90002990,2007-03-01,"Mechanical Engineering","Jakarta",1,2007
90002999,2007-08-01,"Batch & Furnace","Jakarta",1,2007
90003022,2008-05-02,"Machine Maintenance","Jakarta",1,2008
90003045,2009-11-01,"Purchasing","Jakarta",1,2009
90003045,2009-11-01,"Procurement","Jakarta",1,2009
90003086,2011-02-01,"Human Resources","Jakarta",1,2011
90003092,2011-04-01,"Machine Maintenance","Jakarta",1,2011
90003094,2011-05-01,"Human Resources","Jakarta",1,2011
90003098,2011-06-01,"Mechanical Engineering","Jakarta",1,2011
90003101,2011-06-01,"Shift Operation ""D""","Jakarta",1,2011
90003102,2011-06-01,"Shift Operation ""A""","Jakarta",1,2011
90003103,2011-06-01,"Mould Shop","Jakarta",1,2011
90003104,2011-07-01,"Inspection Packaging","Jakarta",1,2011
90003104,2011-07-01,"Inspection Packaging","Jakarta",1,2011
90003107,2011-08-01,"Quality Service","Jakarta",1,2011
90003109,2011-09-01,"Mould Shop","Jakarta",1,2011
90003111,2011-09-01,"Machine Maintenance","Jakarta",1,2011
90003111,2011-09-01,"Machine Maintenance","Jakarta",1,2011
90003112,2011-10-01,"Marketing & Sales","Jakarta",1,2011
90003116,2011-12-01,"Inspection Packaging","Jakarta",1,2011
90003118,2012-01-01,"Electrical","Jakarta",1,2012
90003124,2012-04-01,"Electrical","Jakarta",1,2012
90003131,2012-06-01,"Machine Maintenance","Jakarta",1,2012
90003132,2012-08-01,"Marketing & Sales","Jakarta",1,2012
90003133,2012-08-01,"Mechanical Engineering","Jakarta",1,2012
90003134,2012-09-01,"Line 22 Shift A","Jakarta",1,2012
90003135,2012-09-01,"Shift Operation ""B""","Jakarta",1,2012
90003136,2012-09-01,"Shift Operation ""C""","Jakarta",1,2012
90003137,2012-09-01,"Electrical","Jakarta",1,2012
90003144,2012-11-01,"Job Change","Jakarta",1,2012
90003147,2013-04-01,"Marketing & Sales","Jakarta",1,2013
90003150,2013-05-01,"Distribution","Jakarta",1,2013
90003150,2013-05-01,"Logistic & PPIC","Jakarta",1,2013
90003153,2013-06-01,"Production Planning Inventory Control","Jakarta",1,2013
90003156,2013-07-01,"Manufacturing Process Capability Program","Jakarta",1,2013
90003157,2013-08-01,"Manufacturing Process Capability Program","Jakarta",1,2013
90003158,2013-09-01,"PT Kangar Consolidated Industries","Jakarta",1,2013
90003160,2013-09-01,"Line 12 Shift C","Jakarta",1,2013
90003162,2013-09-01,"Mould Shop","Jakarta",1,2013
90003163,2013-10-01,"Finance","Jakarta",1,2013
90003164,2013-11-01,"Line 21 Shift A","Jakarta",1,2013
90003165,2013-11-01,"Mechanical Engineering","Jakarta",1,2013
90003165,2013-11-01,"Mechanical Engineering","Jakarta",1,2013
90003166,2014-01-01,"Plant Reliability","Jakarta",1,2014
90003167,2014-01-01,"Mechanical Engineering","Jakarta",1,2014
90003168,2014-01-01,"Quality Service","Jakarta",1,2014
90003169,2014-01-01,"Quality Service","Jakarta",1,2014
90003169,2014-01-01,"Quality Service","Jakarta",1,2014
90003170,2014-01-01,"Job Change","Jakarta",1,2014
90003171,2014-01-01,"Line 24 Shift C","Jakarta",1,2014
90003172,2014-01-01,"Line 14 Shift D","Jakarta",1,2014
90003173,2014-01-01,"Line 12 Shift B","Jakarta",1,2014
90003173,2014-01-01,"Line 12 Shift B","Jakarta",1,2014
90003174,2014-02-01,"Machine Maintenance","Jakarta",1,2014
90003175,2014-02-03,"PT Kangar Consolidated Industries","Jakarta",1,2014
90003176,2014-05-01,"Line 12 Shift B","Jakarta",1,2014
90003176,2014-05-01,"Line 12 Shift B","Jakarta",1,2014
90003177,2014-05-01,"Line 22 Shift C","Jakarta",1,2014
90003177,2014-05-01,"Line 22 Shift C","Jakarta",1,2014
90003177,2014-05-01,"Mould Shop","Jakarta",1,2014
90003178,2014-06-01,"Finance","Jakarta",1,2014
90003179,2014-06-01,"Line 12 Shift A","Jakarta",1,2014
90003179,2014-06-01,"Line 12 Shift A","Jakarta",1,2014
90003180,2014-07-01,"Marketing & Sales","Jakarta",1,2014
90003181,2014-07-01,"Plant Reliability","Jakarta",1,2014
90003182,2014-07-01,"Manufacturing","Jakarta",1,2014
90003183,2014-07-01,"Manufacturing","Jakarta",1,2014
90003184,2014-07-01,"Line 11 Shift B","Jakarta",1,2014
90003184,2014-07-01,"Line 11 Shift B","Jakarta",1,2014
90003185,2014-07-01,"Line 14 Shift C","Jakarta",1,2014
90003185,2014-07-01,"Line 14 Shift C","Jakarta",1,2014
90003186,2014-07-01,"Batch & Furnace","Jakarta",1,2014
90003187,2014-08-01,"Mould Shop","Jakarta",1,2014
90003188,2014-08-01,"Machine Maintenance","Jakarta",1,2014
90003188,2014-08-01,"Machine Maintenance","Jakarta",1,2014
90003189,2014-09-01,"Inspection Packaging","Jakarta",1,2014
90003190,2014-09-01,"Line 14 Shift A","Jakarta",1,2014
90003190,2014-09-01,"Line 14 Shift A","Jakarta",1,2014
90003191,2014-09-01,"Line 21 Shift B","Jakarta",1,2014
90003191,2014-09-01,"Line 21 Shift B","Jakarta",1,2014
90003192,2014-09-01,"Line 21 Shift C","Jakarta",1,2014
90003192,2014-09-01,"Line 21 Shift C","Jakarta",1,2014
90003193,2014-09-01,"Line 21 Shift D","Jakarta",1,2014
90003193,2014-09-01,"Line 21 Shift D","Jakarta",1,2014
90003194,2014-10-01,"Marketing & Sales","Jakarta",1,2014
90003195,2014-11-01,"Production Planning Inventory Control","Jakarta",1,2014
90003195,2014-11-01,"Logistic & PPIC","Jakarta",1,2014
90003195,2014-11-01,"Planning","Jakarta",1,2014
90003196,2014-11-01,"Line 21 Shift A","Jakarta",1,2014
90003197,2014-11-01,"Line 24 Shift B","Jakarta",1,2014
90003198,2014-11-01,"Line 22 Shift D","Jakarta",1,2014
90003199,2014-12-01,"Line 24 Shift C","Jakarta",1,2014
90003199,2014-12-01,"Line 24 Shift C","Jakarta",1,2014
90003200,2014-12-01,"Quality Service","Jakarta",1,2014
90003200,2014-12-01,"Quality Service","Jakarta",1,2014
90003201,2015-01-05,"Finance","Jakarta",1,2015
90003202,2015-01-05,"Finance","Jakarta",1,2015
90003203,2015-01-05,"Batch & Furnace","Jakarta",1,2015
90003204,2015-01-05,"Electrical","Jakarta",1,2015
90003204,2015-01-05,"Electrical","Jakarta",1,2015
90003205,2015-01-05,"Electrical","Jakarta",1,2015
90003205,2015-01-05,"Electrical","Jakarta",1,2015
90003205,2015-01-05,"Electrical","Jakarta",1,2015
90003206,2015-01-05,"Mechanical Engineering","Jakarta",1,2015
90003206,2015-01-05,"Mechanical Engineering","Jakarta",1,2015
90003207,2015-01-05,"Inspection Packaging","Jakarta",1,2015
90003208,2015-01-05,"Manufacturing","Jakarta",1,2015
90003209,2015-01-05,"Manufacturing","Jakarta",1,2015
90003210,2015-01-05,"Manufacturing","Jakarta",1,2015
90003211,2015-01-05,"Line 22 Shift D","Jakarta",1,2015
90003211,2015-01-05,"Line 22 Shift D","Jakarta",1,2015
90003212,2015-01-05,"Line 24 Shift D","Jakarta",1,2015
90003214,2015-01-05,"Quality Service","Jakarta",1,2015
90003216,2015-01-05,"Electrical","Jakarta",1,2015
90003217,2015-02-02,"Marketing & Sales","Jakarta",1,2015
90003218,2015-02-02,"Manufacturing","Jakarta",1,2015
90003219,2015-02-16,"Marketing & Sales","Jakarta",1,2015
90003220,2015-03-02,"Mechanical Engineering","Jakarta",1,2015
90003221,2015-03-02,"Line 24 Shift B","Jakarta",1,2015
90003221,2015-03-02,"Line 24 Shift B","Jakarta",1,2015
90003222,2015-03-02,"Line 24 Shift D","Jakarta",1,2015
90003223,2015-03-16,"Mould Shop","Jakarta",1,2015
90003224,2015-04-06,"Line 14 Shift A","Jakarta",1,2015
90003224,2015-04-06,"Line 14 Shift A","Jakarta",1,2015
90003225,2015-04-06,"Line 14 Shift B","Jakarta",1,2015
90003226,2015-04-06,"Line 24 Shift D","Jakarta",1,2015
90003227,2015-04-06,"Line 24 Shift B","Jakarta",1,2015
90003228,2015-05-01,"Electrical","Jakarta",1,2015
90003228,2015-05-01,"Electrical","Jakarta",1,2015
90003228,2015-05-01,"Electrical","Jakarta",1,2015
90003229,2015-05-01,"Manufacturing","Jakarta",1,2015
90003230,2015-05-01,"Manufacturing","Jakarta",1,2015
90003231,2015-05-01,"Manufacturing","Jakarta",1,2015
90003232,2015-05-11,"Marketing & Sales","Jakarta",1,2015
90003232,2015-05-11,"Marketing & Sales","Jakarta",1,2015
90003233,2015-05-01,"Line 14 Shift C","Jakarta",1,2015
90003233,2015-05-01,"Line 14 Shift C","Jakarta",1,2015
90003234,2015-05-01,"Line 22 Shift D","Jakarta",1,2015
90003235,2015-06-01,"Store","Jakarta",1,2015
90003235,2015-06-01,"Warehouse","Jakarta",1,2015
90003235,2015-06-01,"Warehouse","Jakarta",1,2015
90003236,2015-06-01,"Marketing & Sales","Jakarta",1,2015
90003237,2015-06-15,"Marketing & Sales","Jakarta",1,2015
90003238,2015-06-22,"Manufacturing","Jakarta",1,2015
90003239,2015-06-22,"Manufacturing","Jakarta",1,2015
90003240,2015-07-01,"Plant Reliability","Jakarta",1,2015
90003241,2015-07-01,"Line 14 Shift B","Jakarta",1,2015
90003241,2015-07-01,"Line 14 Shift B","Jakarta",1,2015
90003242,2015-08-01,"PT Kangar Consolidated Industries","Jakarta",1,2015
90003243,2015-09-14,"Unit Plant 2","Jakarta",1,2015
90003244,2015-10-01,"Line 14 Shift A","Jakarta",1,2015
90003244,2015-10-01,"Line 14 Shift A","Jakarta",1,2015
90003245,2015-10-01,"Line 14 Shift C","Jakarta",1,2015
90003245,2015-10-01,"Line 14 Shift C","Jakarta",1,2015
90003246,2015-10-01,"Line 22 Shift C","Jakarta",1,2015
90003246,2015-10-01,"Line 22 Shift C","Jakarta",1,2015
90003247,2015-10-01,"Line 24 Shift D","Jakarta",1,2015
90003247,2015-10-01,"Line 24 Shift D","Jakarta",1,2015
90003248,2015-11-01,"Manufacturing","Jakarta",1,2015
90003249,2015-11-01,"Manufacturing","Jakarta",1,2015
90003250,2015-11-01,"Inspection Packaging","Jakarta",1,2015
90003251,2015-11-01,"Line 12 Shift A","Jakarta",1,2015
90003252,2015-11-01,"Line 22 Shift B","Jakarta",1,2015
90003253,2015-11-01,"Line 22 Shift C","Jakarta",1,2015
90003254,2015-12-14,"Line 12 Shift B","Jakarta",1,2015
90003254,2015-12-14,"Line 12 Shift B","Jakarta",1,2015
90003255,2016-01-01,"Finance","Jakarta",1,2016
90003256,2016-01-11,"Finance","Jakarta",1,2016
90003257,2016-01-11,"Distribution","Jakarta",1,2016
90003257,2016-01-11,"Warehouse & Logistics","Jakarta",1,2016
90003258,2016-02-01,"Line 22 Shift B","Jakarta",1,2016
90003259,2016-02-01,"Job Change","Jakarta",1,2016
90003260,2016-02-01,"Electrical","Jakarta",1,2016
90003261,2016-02-01,"Quality Service","Jakarta",1,2016
90003261,2016-02-01,"Quality Service","Jakarta",1,2016
90003262,2016-03-01,"Plant Reliability","Jakarta",1,2016
90003263,2016-03-01,"Line 22 Shift B","Jakarta",1,2016
90003263,2016-03-01,"Line 22 Shift B","Jakarta",1,2016
90003264,2016-03-01,"Line 21 Shift D","Jakarta",1,2016
90003264,2016-03-01,"Line 21 Shift D","Jakarta",1,2016
90003265,2016-03-01,"Electrical","Jakarta",1,2016
90003265,2016-03-01,"Electrical","Jakarta",1,2016
90003266,2016-03-01,"Mechanical Engineering","Jakarta",1,2016
90003267,2016-03-01,"Mechanical Engineering","Jakarta",1,2016
90003268,2016-03-01,"Quality Service","Jakarta",1,2016
90003268,2016-03-01,"Quality Service","Jakarta",1,2016
90003269,2016-05-01,"Marketing & Sales","Jakarta",1,2016
90003270,2016-05-23,"Human Resources","Jakarta",1,2016
90003271,2016-07-01,"Manufacturing Process Capability Program","Jakarta",1,2016
90003272,2016-07-18,"Electrical","Jakarta",1,2016
90003273,2016-07-18,"Job Change","Jakarta",1,2016
90003274,2016-07-18,"Quality Service","Jakarta",1,2016
90003274,2016-07-18,"Quality Service","Jakarta",1,2016
90003275,2016-09-15,"Distribution","Jakarta",1,2016
90003275,2016-09-15,"Warehouse","Jakarta",1,2016
90003275,2016-09-15,"Warehouse & Logistics","Jakarta",1,2016
90003276,2016-10-01,"Human Resources","Jakarta",1,2016
90003277,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003277,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003278,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003278,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003279,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003279,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003280,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003280,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003280,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003280,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003280,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003281,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003281,2016-10-10,"Inspection Packaging","Jakarta",1,2016
90003282,2016-10-11,"Inspection Packaging","Jakarta",1,2016
90003282,2016-10-11,"Inspection Packaging","Jakarta",1,2016
90003283,2016-10-17,"Marketing & Sales","Jakarta",1,2016
90003286,2016-11-01,"Quality Service","Jakarta",1,2016
90003287,2016-11-01,"Line 11 Shift D","Jakarta",1,2016
90003287,2016-11-01,"Line 11 Shift D","Jakarta",1,2016
90003288,2016-11-01,"Line 14 Shift B","Jakarta",1,2016
90003289,2016-11-01,"Line 14 Shift D","Jakarta",1,2016
90003289,2016-11-01,"Line 14 Shift D","Jakarta",1,2016
90003290,2016-11-01,"Mould Shop","Jakarta",1,2016
90003291,2016-11-01,"Mould Shop","Jakarta",1,2016
90003292,2016-11-01,"Job Change","Jakarta",1,2016
90003293,2016-11-01,"Job Change","Jakarta",1,2016
90003294,2016-11-01,"Job Change","Jakarta",1,2016
90003295,2016-11-01,"Job Change","Jakarta",1,2016
90003296,2016-11-01,"Batch & Furnace","Jakarta",1,2016
90003296,2016-11-01,"Batch & Furnace","Jakarta",1,2016
90003297,2016-11-01,"Electrical","Jakarta",1,2016
90003297,2016-11-01,"Electrical","Jakarta",1,2016
90003297,2016-11-01,"Forming Engineering","Jakarta",1,2016
90003298,2016-11-01,"Electrical","Jakarta",1,2016
90003299,2016-11-01,"Quality Service","Jakarta",1,2016
90003299,2016-11-01,"Quality Service","Jakarta",1,2016
90003301,2016-11-15,"Inspection Packaging","Jakarta",1,2016
90003302,2016-11-15,"Inspection Packaging","Jakarta",1,2016
90003303,2016-11-15,"Inspection Packaging","Jakarta",1,2016
90003304,2016-11-15,"Finance","Jakarta",1,2016
90003305,2016-12-01,"Inspection Packaging","Jakarta",1,2016
90003306,2016-12-01,"Inspection Packaging","Jakarta",1,2016
90003307,2016-12-01,"Inspection Packaging","Jakarta",1,2016
90003308,2017-01-01,"Procurement","Jakarta",1,2017
90003309,2017-02-01,"Warehouse","Jakarta",1,2017
90003311,2017-02-09,"Inspection Packaging","Jakarta",1,2017
90003312,2017-02-09,"Inspection Packaging","Jakarta",1,2017
90003313,2017-03-06,"Line 22 Shift A","Jakarta",1,2017
90003313,2017-03-06,"Line 22 Shift A","Jakarta",1,2017
90003313,2017-03-06,"Line 22 Shift A","Jakarta",1,2017
90003314,2017-03-06,"Line 22 Shift B","Jakarta",1,2017
90003314,2017-03-06,"Line 22 Shift B","Jakarta",1,2017
90003315,2017-03-06,"Line 22 Shift D","Jakarta",1,2017
90003315,2017-03-06,"Line 22 Shift D","Jakarta",1,2017
90003315,2017-03-06,"Line 22 Shift D","Jakarta",1,2017
90003316,2017-03-06,"Line 22 Shift B","Jakarta",1,2017
90003316,2017-03-06,"Line 22 Shift B","Jakarta",1,2017
90003317,2017-03-06,"Batch & Furnace","Jakarta",1,2017
90003317,2017-03-06,"Batch & Furnace","Jakarta",1,2017
90003318,2017-03-06,"Inspection Packaging","Jakarta",1,2017
90003319,2017-03-20,"Line 22 Shift C","Jakarta",1,2017
90003320,2017-03-20,"Line 11 Shift B","Jakarta",1,2017
90003321,2017-03-20,"Batch & Furnace","Jakarta",1,2017
90003322,2017-03-20,"PT Kangar Consolidated Industries","Jakarta",1,2017
90003323,2017-04-05,"Procurement","Jakarta",1,2017
90003324,2017-05-01,"Marketing & Sales","Jakarta",1,2017
90003324,2017-05-01,"Planning","Jakarta",1,2017
90003325,2017-05-01,"Electrical","Jakarta",1,2017
90003326,2017-05-01,"Electrical","Jakarta",1,2017
90003326,2017-05-01,"Forming Engineering","Jakarta",1,2017
90003327,2017-05-01,"Mould Shop","Jakarta",1,2017
90003328,2017-05-01,"Batch & Furnace","Jakarta",1,2017
90003328,2017-05-01,"Batch & Furnace","Jakarta",1,2017
90003329,2017-05-12,"Manufacturing","Jakarta",1,2017
90003330,2017-05-15,"Supply Chain","Jakarta",1,2017
90003331,2017-06-15,"Mechanical Engineering","Jakarta",1,2017
90003331,2017-06-15,"Mechanical Engineering","Jakarta",1,2017
90003332,2017-07-01,"Finance","Jakarta",1,2017
90003333,2017-07-01,"Electrical","Jakarta",1,2017
90003334,2017-07-01,"Electrical","Jakarta",1,2017
90003334,2017-07-01,"Electrical","Jakarta",1,2017
90003335,2017-07-01,"Forming Engineering","Jakarta",1,2017
90003335,2017-07-01,"Forming Engineering","Jakarta",1,2017
90003336,2017-07-01,"Line 22 Shift A","Jakarta",1,2017
90003336,2017-07-01,"Line 22 Shift A","Jakarta",1,2017
90003337,2017-07-17,"Human Resources","Jakarta",1,2017
90003338,2017-07-24,"Procurement","Jakarta",1,2017
90003339,2017-09-05,"Warehouse","Jakarta",1,2017
90003340,2017-09-05,"Electrical","Jakarta",1,2017
90003341,2017-09-05,"Electrical","Jakarta",1,2017
90003342,2017-09-05,"Mechanical Engineering","Jakarta",1,2017
90003342,2017-09-05,"Mechanical Engineering","Jakarta",1,2017
90003342,2017-09-05,"Mechanical Engineering","Jakarta",1,2017
90003343,2017-10-16,"Logistic & PPIC","Jakarta",1,2017
90003344,2017-11-06,"Procurement","Jakarta",1,2017
90003345,2017-12-01,"Inspection Packaging","Jakarta",1,2017
90003346,2017-12-01,"Warehouse","Jakarta",1,2017
90003347,2017-12-01,"Batch & Furnace","Jakarta",1,2017
90003347,2017-12-01,"Batch & Furnace","Jakarta",1,2017
90003348,2017-12-01,"Line 22 Shift B","Jakarta",1,2017
90003349,2017-12-01,"Line 22 Shift A","Jakarta",1,2017
90003349,2017-12-01,"Line 22 Shift A","Jakarta",1,2017
90003350,2017-12-12,"Line 11 Shift B","Jakarta",1,2017
90003350,2017-12-12,"Line 11 Shift B","Jakarta",1,2017
90003351,2017-12-12,"Line 22 Shift D","Jakarta",1,2017
90003351,2017-12-12,"Line 22 Shift D","Jakarta",1,2017
90003352,2018-01-01,"Finance","Jakarta",1,2018
90003353,2018-01-01,"Planning","Jakarta",1,2018
90003354,2018-01-08,"Finance","Jakarta",1,2018
90003355,2018-01-01,"Line 22 Shift C","Jakarta",1,2018
90003355,2018-01-01,"Line 22 Shift C","Jakarta",1,2018
90003356,2018-01-01,"Mould Shop","Jakarta",1,2018
90003357,2018-01-03,"Inspection Packaging","Jakarta",1,2018
90003358,2018-01-08,"Electrical","Jakarta",1,2018
90003359,2018-01-09,"Electrical","Jakarta",1,2018
90003360,2018-01-15,"Inspection Packaging","Jakarta",1,2018
90003361,2018-01-15,"Finance","Jakarta",1,2018
90003362,2018-01-11,"Marketing & Sales","Jakarta",1,2018
90003363,2018-01-15,"Planning","Jakarta",1,2018
90003364,2018-01-18,"Quality Service","Jakarta",1,2018
90003365,2018-02-01,"Procurement","Jakarta",1,2018
90003366,2018-03-01,"Quality Service","Jakarta",1,2018
90003367,2018-03-01,"Batch & Furnace","Jakarta",1,2018
90003368,2018-04-01,"Line 12 Shift B","Jakarta",1,2018
90003368,2018-04-01,"Line 12 Shift B","Jakarta",1,2018
90003369,2018-05-01,"Warehouse & Logistics","Jakarta",1,2018
90003370,2018-05-01,"Finance","Jakarta",1,2018
90003371,2018-05-07,"PT Kangar Consolidated Industries","Jakarta",1,2018
90003372,2018-05-07,"Manufacturing","Jakarta",1,2018
90003372,2018-05-07,"Manufacturing","Jakarta",1,2018
90003373,2018-05-07,"Manufacturing","Jakarta",1,2018
90003373,2018-05-07,"Manufacturing","Jakarta",1,2018
90003374,2018-05-01,"Batch & Furnace","Jakarta",1,2018
90003374,2018-05-01,"Batch & Furnace","Jakarta",1,2018
90003375,2018-05-01,"Electrical","Jakarta",1,2018
90003376,2018-05-01,"Inspection Packaging","Jakarta",1,2018
90003377,2018-05-14,"Marketing & Sales","Jakarta",1,2018
90003378,2018-05-16,"Procurement","Jakarta",1,2018
90003379,2018-05-21,"PT Kangar Consolidated Industries","Jakarta",1,2018
90003380,2018-06-04,"Planning","Jakarta",1,2018
90003381,2018-06-04,"Line 21 Shift C","Jakarta",1,2018
90003381,2018-06-04,"Line 21 Shift C","Jakarta",1,2018
90003382,2018-06-04,"Inspection Packaging","Jakarta",1,2018
90003382,2018-06-04,"Inspection Packaging","Jakarta",1,2018
90003383,2018-07-12,"Finance","Jakarta",1,2018
90003384,2018-08-01,"Manufacturing","Jakarta",1,2018
90003384,2018-08-01,"Manufacturing","Jakarta",1,2018
90003385,2018-08-01,"Manufacturing","Jakarta",1,2018
90003386,2018-08-01,"Manufacturing","Jakarta",1,2018
90003387,2018-08-08,"Line 22 Shift C","Jakarta",1,2018
90003388,2018-08-08,"Line 22 Shift D","Jakarta",1,2018
90003389,2018-08-20,"Line 24 Shift D","Jakarta",1,2018
90003389,2018-08-20,"Line 24 Shift D","Jakarta",1,2018
90003390,2018-08-20,"Line 11 Shift C","Jakarta",1,2018
90003391,2018-09-01,"Mould Shop","Jakarta",1,2018
90003392,2018-10-01,"Manufacturing","Jakarta",1,2018
90003393,2018-10-01,"Line 22 Shift D","Jakarta",1,2018
90003393,2018-10-01,"Line 22 Shift D","Jakarta",1,2018
90003394,2018-11-05,"Finance","Jakarta",1,2018
90003395,2018-11-05,"Batch & Furnace","Jakarta",1,2018
90003395,2018-11-05,"Batch & Furnace","Jakarta",1,2018
90003396,2018-11-05,"Mechanical Engineering","Jakarta",1,2018
90003397,2018-11-12,"Quality Service","Jakarta",1,2018
90003397,2018-11-12,"Quality Service","Jakarta",1,2018
90003398,2019-01-01,"Finance","Jakarta",1,2019
90003399,2019-01-07,"PT Kangar Consolidated Industries","Jakarta",1,2019
90003400,2019-01-01,"Line 12 Shift C","Jakarta",1,2019
90003400,2019-01-01,"Line 12 Shift C","Jakarta",1,2019
90003401,2019-01-01,"Line 24 Shift A","Jakarta",1,2019
90003402,2019-01-01,"Line 24 Shift C","Jakarta",1,2019
90003403,2019-01-01,"Mould Shop","Jakarta",1,2019
90003404,2019-01-01,"Batch & Furnace","Jakarta",1,2019
90003404,2019-01-01,"Batch & Furnace","Jakarta",1,2019
90003405,2019-02-01,"Mechanical Engineering","Jakarta",1,2019
90003406,2019-02-04,"Human Resources","Jakarta",1,2019
90003407,2019-02-11,"Manufacturing","Jakarta",1,2019
90003408,2019-03-01,"Procurement","Jakarta",1,2019
90003409,2019-03-01,"Finance","Jakarta",1,2019
90003410,2019-03-01,"Line 22 Shift D","Jakarta",1,2019
90003410,2019-03-01,"Line 22 Shift D","Jakarta",1,2019
90003411,2019-03-01,"Mechanical Engineering","Jakarta",1,2019
90003412,2019-03-01,"Quality Service","Jakarta",1,2019
90003412,2019-03-01,"Quality Service","Jakarta",1,2019
90003413,2019-03-28,"Finance","Jakarta",1,2019
90003414,2019-04-22,"Line 11 Shift A","Jakarta",1,2019
90003414,2019-04-22,"Line 11 Shift A","Jakarta",1,2019
90003415,2019-04-22,"Line 12 Shift C","Jakarta",1,2019
90003415,2019-04-22,"Line 12 Shift C","Jakarta",1,2019
90003416,2019-04-22,"Line 11 Shift D","Jakarta",1,2019
90003416,2019-04-22,"Line 11 Shift D","Jakarta",1,2019
90003417,2019-04-22,"Mechanical Engineering","Jakarta",1,2019
90003418,2019-06-10,"Manufacturing","Jakarta",1,2019
90003419,2019-06-10,"Mechanical Engineering","Jakarta",1,2019
90003420,2019-06-10,"Inspection Packaging","Jakarta",1,2019
90003421,2019-06-10,"Machine Maintenance","Jakarta",1,2019
90003422,2019-06-17,"Line 21 Shift B","Jakarta",1,2019
90003423,2019-06-17,"Line 24 Shift D","Jakarta",1,2019
90003424,2019-06-17,"Inspection Packaging","Jakarta",1,2019
90003425,2019-06-17,"Mechanical Engineering","Jakarta",1,2019
90003426,2019-06-17,"Mechanical Engineering","Jakarta",1,2019
